1671439599,1671439567,1670300135,2,120000.0
1671439600,1671439568,1670800332,2,28000.0
1671439601,1671439568,1671400401,1,45000.0
1673322671,1673322671,1671200388,3,60000.0
1673322680,1673322671,1670300105,1,40000.0
1673322740,1673322740,1671200388,2,40000.0
1673322755,1673322740,1671400401,1,45000.0
1673341379,1673341379,1670300125,1,27000.0
1673341471,1673341471,1670300125,1,27000.0
1673341480,1673341471,1670300125,1,27000.0
1673341486,1673341471,1670300105,1,40000.0
1673341502,1673341471,1670300114,1,15000.0
1673341720,1673341720,1670800143,2,36000.0
1673341806,1673341806,1670300108,2,50000.0
1673421138,1673421138,1670300108,2,50000.0
1673421318,1673421318,1670300108,2,50000.0
1673421345,1673421318,1670300109,1,5000.0
1673421361,1673421318,1670300112,0,0.0
1673421392,1673421318,1671400401,0,0.0
1673426123,1673426106,1670800143,2,36000.0
1673426149,1673426146,1670800143,2,36000.0
1673426187,1673426184,1670800143,2,36000.0
1673426478,1673426469,1670800143,2,36000.0
1673426483,1673426469,1670800143,2,36000.0
1673426569,1673426564,1670800143,2,36000.0
1673426573,1673426564,1670800143,2,36000.0
1673426688,1673426670,1670800332,2,28000.0
1673426701,1673426670,1670800149,1,30000.0
1673426706,1673426670,1670800149,1,30000.0
1673426886,1673426870,1670800149,1,30000.0
1673426894,1673426870,1670800149,1,30000.0
1673426987,1673426927,1670800149,2,60000.0
1673427056,1673426927,1670800149,2,60000.0
1673427207,1673427145,1670800149,2,60000.0
1673427306,1673427145,1670800149,2,60000.0
1673427362,1673427339,1670800149,2,60000.0
1673427680,1673427339,1670800149,2,60000.0
1673428603,1673428599,1671400401,1,45000.0
1673428890,1673428856,1670300113,1,15000.0
1673428917,1673428856,1670300115,2,28000.0
1673429182,1673429171,1670300115,3,42000.0
1673429217,1673429212,1670300115,2,28000.0
1673429229,1673429212,1671400387,4,140000.0
1673534545,1673534533,1670300156,1,80000.0
1673534579,1673534556,1670300108,2,50000.0
1673534590,1673534556,1671200388,2,40000.0
1673534609,1673534556,1670300113,3,45000.0
1673534620,1673534615,1670300135,1,60000.0
1673534725,1673534707,1670300135,1,60000.0
1673534738,1673534707,1670300111,1,50000.0
1673573765,1673573741,1670300156,1,80000.0
